"Reference.Code"	"year"	"time.pulled"	"Type"	"Journal"	"authors"	"article"	"original.sample.size"	"mention.outliers"	"final.sample.size"	"number.outliers"	"Basics"	"ANOVA"	"Regression"	"ChiSquare"	"Nonparametric"	"Modeling"	"BayesOther"
"@Fu2012"	"2012"	"2012"	"Developmental"	"Journal of Experimental Child Psychology"	"Genyue Fu, et al."	"Young children can tell strategic lies after committing a transgression"	"168"	"No"	"168"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"
"@Fu2012"	"2012"	"2012"	"Developmental"	"Journal of Experimental Child Psychology"	"Genyue Fu, et al."	"Young children can tell strategic lies after committing a transgression"	"76"	"No"	"76"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"
"@Poarch2012"	"2012"	"2012"	"Developmental"	"Journal of Experimental Child Psychology"	"Gregory J. Poarch, et al."	"Executive functions and inhibitory control in multilingual children: Evidence from second-language learners, bilinguals, and trilinguals"	"75"	"Yes"	"75"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Poarch2012"	"2012"	"2012"	"Developmental"	"Journal of Experimental Child Psychology"	"Gregory J. Poarch, et al."	"Executive functions and inhibitory control in multilingual children: Evidence from second-language learners, bilinguals, and trilinguals"	"56"	"Yes"	"56"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Zosh2012"	"2012"	"2012"	"Developmental"	"Journal of Experimental Child Psychology"	"Jennifer M. Zosh, et al."	"Memory load affects object individuation in 18-month-old infants"	"16"	"No"	"16"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Zosh2012"	"2012"	"2012"	"Developmental"	"Journal of Experimental Child Psychology"	"Jennifer M. Zosh, et al."	"Memory load affects object individuation in 18-month-old infants"	"16"	"No"	"16"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Zosh2012"	"2012"	"2012"	"Developmental"	"Journal of Experimental Child Psychology"	"Jennifer M. Zosh, et al."	"Memory load affects object individuation in 18-month-old infants"	"18"	"Yes"	"16"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Benenson2012"	"2012"	"2012"	"Developmental"	"Journal of Experimental Child Psychology"	"Joyce F. Benenson, et al."	"Boys af?liate more than girls with a familiar same-sex peer"	"100"	"Yes"	"90"	"10"	"0"	"1"	"0"	"1"	"0"	"0"	"0"
"@VonHolzen2012"	"2012"	"2012"	"Developmental"	"Journal of Experimental Child Psychology"	"Katie von Holtzen, et al."	"Language nonselective lexical access in bilingual toddlers"	"17"	"No"	"17"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Rat-Fischer2012"	"2012"	"2012"	"Developmental"	"Journal of Experimental Child Psychology"	"Lauriane Rat-Fischer, et al."	"The emergence of tool use during the second year of life"	"60"	"No"	"60"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"
"@DeCaro2012"	"2012"	"2012"	"Developmental"	"Journal of Experimental Child Psychology"	"Marci S. DeCaro, et al."	"Exploring mathematics problems prepares children to learn from instruction"	"159"	"No"	"159"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Kuwabara2012"	"2012"	"2012"	"Developmental"	"Journal of Experimental Child Psychology"	"Megumi Kuwabara, et al."	"Cross-cultural differences in cognitive development: Attention to relations and objects"	"64"	"No"	"64"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"@Kuwabara2012"	"2012"	"2012"	"Developmental"	"Journal of Experimental Child Psychology"	"Megumi Kuwabara, et al."	"Cross-cultural differences in cognitive development: Attention to relations and objects"	"36"	"No"	"36"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Kuwabara2012"	"2012"	"2012"	"Developmental"	"Journal of Experimental Child Psychology"	"Megumi Kuwabara, et al."	"Cross-cultural differences in cognitive development: Attention to relations and objects"	"72"	"Yes"	"69"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Boulton2012"	"2012"	"2012"	"Developmental"	"Journal of Experimental Child Psychology"	"Michael J. Boulton"	"Children?s hostile attribution bias is reduced after watching realistic playful fighting, and the effect is mediated by prosocial thoughts"	"40"	"No"	"40"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Boulton2012"	"2012"	"2012"	"Developmental"	"Journal of Experimental Child Psychology"	"Michael J. Boulton"	"Children?s hostile attribution bias is reduced after watching realistic playful fighting, and the effect is mediated by prosocial thoughts"	"60"	"No"	"60"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Boulton2012"	"2012"	"2012"	"Developmental"	"Journal of Experimental Child Psychology"	"Michael J. Boulton"	"Children?s hostile attribution bias is reduced after watching realistic playful fighting, and the effect is mediated by prosocial thoughts"	"64"	"No"	"64"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"
"@Boulton2012"	"2012"	"2012"	"Developmental"	"Journal of Experimental Child Psychology"	"Michael J. Boulton"	"Children?s hostile attribution bias is reduced after watching realistic playful fighting, and the effect is mediated by prosocial thoughts"	"64"	"No"	"64"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"
"@Kirkham2012"	"2012"	"2012"	"Developmental"	"Journal of Experimental Child Psychology"	"Natasha Z. Kirkham, et al."	"The importance of ??what??: Infants use featural information to index events"	"16"	"No"	"16"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"@Kirkham2012"	"2012"	"2012"	"Developmental"	"Journal of Experimental Child Psychology"	"Natasha Z. Kirkham, et al."	"The importance of ??what??: Infants use featural information to index events"	"47"	"Yes"	"36"	"11"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Kirkham2012"	"2012"	"2012"	"Developmental"	"Journal of Experimental Child Psychology"	"Natasha Z. Kirkham, et al."	"The importance of ??what??: Infants use featural information to index events"	"44"	"Yes"	"29"	"15"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Kirkham2012"	"2012"	"2012"	"Developmental"	"Journal of Experimental Child Psychology"	"Natasha Z. Kirkham, et al."	"The importance of ??what??: Infants use featural information to index events"	"37"	"Yes"	"22"	"15"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Takahashi2012"	"2012"	"2012"	"Developmental"	"Journal of Experimental Child Psychology"	"Noboru Takahashi"	"Japanese children?s understanding of notational systems"	"64"	"No"	"64"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Takahashi2012"	"2012"	"2012"	"Developmental"	"Journal of Experimental Child Psychology"	"Noboru Takahashi"	"Japanese children?s understanding of notational systems"	"15"	"No"	"15"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"@Takahashi2012"	"2012"	"2012"	"Developmental"	"Journal of Experimental Child Psychology"	"Noboru Takahashi"	"Japanese children?s understanding of notational systems"	"47"	"No"	"47"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"
"@Bauer2012"	"2012"	"2012"	"Developmental"	"Journal of Experimental Child Psychology"	"Patricia J. Bauer, et al."	"It?s all about location, location, location: Children?s memory for the ??where?? of personally experienced events"	"100"	"No"	"79"	"21"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Neuenschwander2012"	"2012"	"2012"	"Developmental"	"Journal of Experimental Child Psychology"	"Regula Neuenschwander, et al."	"How do different aspects of self-regulation predict successful adaptation to school?"	"459"	"No"	"459"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"
"@Creel2012"	"2012"	"2012"	"Developmental"	"Journal of Experimental Child Psychology"	"Sarah C. Creel, et al."	"Differences in talker recognition by preschoolers and adults"	"36"	"No"	"36"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"
"@Creel2012"	"2012"	"2012"	"Developmental"	"Journal of Experimental Child Psychology"	"Sarah C. Creel, et al."	"Differences in talker recognition by preschoolers and adults"	"16"	"No"	"16"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"0"
"@Creel2012"	"2012"	"2012"	"Developmental"	"Journal of Experimental Child Psychology"	"Sarah C. Creel, et al."	"Differences in talker recognition by preschoolers and adults"	"24"	"No"	"24"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"
"@Creel2012"	"2012"	"2012"	"Developmental"	"Journal of Experimental Child Psychology"	"Sarah C. Creel, et al."	"Differences in talker recognition by preschoolers and adults"	"40"	"No"	"40"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"
"@Creel2012"	"2012"	"2012"	"Developmental"	"Journal of Experimental Child Psychology"	"Sarah C. Creel, et al."	"Differences in talker recognition by preschoolers and adults"	"40"	"No"	"40"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"
"@Creel2012"	"2012"	"2012"	"Developmental"	"Journal of Experimental Child Psychology"	"Sarah C. Creel, et al."	"Differences in talker recognition by preschoolers and adults"	"24"	"No"	"24"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"
"@Gurland2012"	"2012"	"2012"	"Developmental"	"Journal of Experimental Child Psychology"	"Suzanne T. Gurland, et al."	"The role of expectations in children?s experience of novel events"	"148"	"No"	"148"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Morita2012"	"2012"	"2012"	"Developmental"	"Journal of Experimental Child Psychology"	"Tomoyo Morita, et al."	"Infant and adult perceptions of possible and impossible body movements: An eye-tracking study"	"56"	"Yes"	"42"	"14"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@MacchiCassia2012"	"2012"	"2012"	"Developmental"	"Journal of Experimental Child Psychology"	"Viola Macchi Cassia, et al."	"No own-age bias in 3-year-old children: More evidence for the role of early experience in building face-processing biases"	"62"	"No"	"52"	"10"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Altani2017"	"2017"	"2017"	"Developmental"	"Journal of Experimental Child Psychology"	"Altani, Angeliki; et al"	"Is processing of symbols and words influenced by writing system? Evidence from Chinese, Korean, English, and Greek"	"433"	"Yes"	"433"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"
"@Atkinson2017"	"2017"	"2017"	"Developmental"	"Journal of Experimental Child Psychology"	"Atkinson, Lynette; et al"	"Theory of mind in emerging reading comprehension: A longitudinal study of early indirect and direct effects"	"80"	"No"	"80"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"
"@Austin2017"	"2017"	"2017"	"Developmental"	"Journal of Experimental Child Psychology"	"Austin, Elizabeth; Sweller, Naomi"	"Getting to the elephants: Gesture and preschoolers comprehension of route direction information"	"174"	"No"	"174"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Blakely-McClure2018"	"2018"	"2017"	"Developmental"	"Journal of Experimental Child Psychology"	"Blakely-McClure, Sarah; Ostrov, Jamie"	"Examining co-occurring and pure relational and physical victimization in early childhood"	"231"	"No"	"231"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"
"@Buckler2017"	"2017"	"2017"	"Developmental"	"Journal of Experimental Child Psychology"	"Buckler, Helen; et al"	"Input matters: Speed of word recognition in 2-year-olds exposed to multiple accents"	"32"	"Yes"	"32"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"@Buckler2017"	"2017"	"2017"	"Developmental"	"Journal of Experimental Child Psychology"	"Buckler, Helen; et al"	"Input matters: Speed of word recognition in 2-year-olds exposed to multiple accents"	"39"	"Yes"	"32"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"@Cottini2018"	"2018"	"2017"	"Developmental"	"Journal of Experimental Child Psychology"	"Cottini, Milvia; et al"	"The role of declarative and procedural metamemory in event-based prospective memory in school-aged children"	"59"	"Yes"	"57"	"2"	"0"	"1"	"1"	"0"	"0"	"1"	"0"
"@DeJesus2017"	"2017"	"2017"	"Developmental"	"Journal of Experimental Child Psychology"	"DeJesus, Jasmine; et al"	"Bilingual childrens social preferences hinge on accent"	"40"	"No"	"40"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@DeJesus2017"	"2017"	"2017"	"Developmental"	"Journal of Experimental Child Psychology"	"DeJesus, Jasmine; et al"	"Bilingual childrens social preferences hinge on accent"	"22"	"No"	"22"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Doebel2018"	"2018"	"2017"	"Developmental"	"Journal of Experimental Child Psychology"	"Doebel, Sabine; et al"	"Using language to get ready: Familiar labels help children to engage proactive control"	"67"	"Yes"	"64"	"3"	"0"	"0"	"1"	"1"	"0"	"0"	"0"
"@Friend2017"	"2017"	"2017"	"Developmental"	"Journal of Experimental Child Psychology"	"Friend, Margaret; et al"	"Developmental changes in maternal education and minimal exposure effects on vocabulary in English- and Spanish-learning toddlers"	"153"	"No"	"153"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Gobel2018"	"2018"	"2017"	"Developmental"	"Journal of Experimental Child Psychology"	"Gobel, Silke; et al"	"Observation of directional storybook reading influences young childrens counting direction"	"89"	"No"	"89"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Gobel2018"	"2018"	"2017"	"Developmental"	"Journal of Experimental Child Psychology"	"Gobel, Silke; et al"	"Observation of directional storybook reading influences young childrens counting direction"	"147"	"No"	"147"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"
"@Gobel2018"	"2018"	"2017"	"Developmental"	"Journal of Experimental Child Psychology"	"Gobel, Silke; et al"	"Observation of directional storybook reading influences young childrens counting direction"	"87"	"No"	"87"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"
"@Gobel2018"	"2018"	"2017"	"Developmental"	"Journal of Experimental Child Psychology"	"Gobel, Silke; et al"	"Observation of directional storybook reading influences young childrens counting direction"	"171"	"No"	"171"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"
"@Hakvoort2017"	"2017"	"2017"	"Developmental"	"Journal of Experimental Child Psychology"	"Hakvoort, Britt; et al"	"Improvements in reading accuracy as a result of increased interletter spacing are not specific to children with dyslexia"	"60"	"Yes"	"60"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Hakvoort2017"	"2017"	"2017"	"Developmental"	"Journal of Experimental Child Psychology"	"Hakvoort, Britt; et al"	"Improvements in reading accuracy as a result of increased interletter spacing are not specific to children with dyslexia"	"189"	"Yes"	"189"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Hasni2017"	"2017"	"2017"	"Developmental"	"Journal of Experimental Child Psychology"	"Hasni, Anita; et al"	"Adding sound to theory of mind: Comparing childrens development of mental-state understanding in the auditory and visual realms"	"66"	"No"	"66"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"
"@Kim2017"	"2017"	"2017"	"Developmental"	"Journal of Experimental Child Psychology"	"Kim, Matthew; et al"	"Intergenerational associations in executive function between mothers and childrenin the context of risk"	"76"	"No"	"76"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"
"@Lipowski2017"	"2017"	"2017"	"Developmental"	"Journal of Experimental Child Psychology"	"Lipowski, Stacy; et al"	"Childrens agenda-based regulation: The effects of prior performance and reward on elementary school childrens study choices"	"41"	"No"	"41"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Lipowski2017"	"2017"	"2017"	"Developmental"	"Journal of Experimental Child Psychology"	"Lipowski, Stacy; et al"	"Childrens agenda-based regulation: The effects of prior performance and reward on elementary school childrens study choices"	"44"	"No"	"44"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Liu2017"	"2017"	"2017"	"Developmental"	"Journal of Experimental Child Psychology"	"Liu, Liquan; Kager, Rene"	"Statistical learning of speech sounds is most robust during the period of perceptual attunement"	"134"	"Yes"	"88"	"46"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Liu2018"	"2018"	"2017"	"Developmental"	"Journal of Experimental Child Psychology"	"Liu, Yan; et al"	"When do you know what you know? The emergence of memory monitoring"	"62"	"Yes"	"58"	"4"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Liu2018"	"2018"	"2017"	"Developmental"	"Journal of Experimental Child Psychology"	"Liu, Yan; et al"	"When do you know what you know? The emergence of memory monitoring"	"64"	"Yes"	"63"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"@Michaelides2017"	"2017"	"2017"	"Developmental"	"Journal of Experimental Child Psychology"	"Michaelides, Christos; Avraamides, Marios"	"Developmental changes in the mental transformation of spatial arrays"	"151"	"No"	"151"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Needham2017"	"2017"	"2017"	"Developmental"	"Journal of Experimental Child Psychology"	"Needham, Amy; et al"	"Characteristics of brief sticky mittens training that lead to increases in object exploration"	"45"	"Yes"	"38"	"7"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Needham2017"	"2017"	"2017"	"Developmental"	"Journal of Experimental Child Psychology"	"Needham, Amy; et al"	"Characteristics of brief sticky mittens training that lead to increases in object exploration"	"55"	"Yes"	"36"	"19"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Russo2017"	"2017"	"2017"	"Developmental"	"Journal of Experimental Child Psychology"	"Russo, Natalie; et al"	"Developmental changes in feature detection across time: Evidence from the attentional blink"	"30"	"No"	"30"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Schmidt2017"	"2017"	"2017"	"Developmental"	"Journal of Experimental Child Psychology"	"Schmidt, Marco; et al"	"Childrens developing metaethical judgments"	"148"	"Yes"	"136"	"12"	"0"	"0"	"0"	"1"	"1"	"1"	"0"
"@Simms2018"	"2018"	"2017"	"Developmental"	"Journal of Experimental Child Psychology"	"Simms, Nina; et al"	"Working memory predicts childrens analogical reasoning"	"65"	"Yes"	"64"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"
"@VandeVondervoort2017"	"2017"	"2017"	"Developmental"	"Journal of Experimental Child Psychology"	"Van de Vondervoort, Julia; Hamlin, J. Kiley"	"Preschoolers social and moral judgments ofthird-party helpers and hinderers align withinfants social evaluations"	"86"	"Yes"	"74"	"12"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@VandeVondervoort2017"	"2017"	"2017"	"Developmental"	"Journal of Experimental Child Psychology"	"Van de Vondervoort, Julia; Hamlin, J. Kiley"	"Preschoolers social and moral judgments ofthird-party helpers and hinderers align withinfants social evaluations"	"25"	"Yes"	"24"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@Westley2017"	"2017"	"2017"	"Developmental"	"Journal of Experimental Child Psychology"	"Westley, Alexandra; et al"	"I know something you dont know: Discourse and social context effects on the N400 in adolescents"	"23"	"Yes"	"16"	"7"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
"@White2017"	"2017"	"2017"	"Developmental"	"Journal of Experimental Child Psychology"	"White, Lisa; et al"	"The relationship between executive functioning and language: Examining vocabulary, syntax, and language learning in preschoolers attending HeadStart"	"182"	"Yes"	"182"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"
"@Wong2017"	"2017"	"2017"	"Developmental"	"Journal of Experimental Child Psychology"	"Wong, Terry Tin-Yau"	"The unique and shared contributions of arithmetic operation understanding and numerical magnitude representation to childrens mathematics achievement"	"124"	"Yes"	"124"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"
"@Pisani2012"	"2012"	"2012"	"Developmental"	"Journal of Youth and Adolescence"	"Anthony R. Pisani, et al."	"Associations Between Suicidal High School Students? Help-Seeking and Their Attitudes and Perceptions of Social Environment"	"2737"	"No"	"2737"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"
"@Maynard2012"	"2012"	"2012"	"Developmental"	"Journal of Youth and Adolescence"	"Brandy R. Maynard, et al."	"Who Are Truant Youth? Examining Distinctive Profiles of Truant Youth Using Latent Profile Analysis"	"1646"	"No"	"1646"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"
"@Salas-Wright2012"	"2012"	"2012"	"Developmental"	"Journal of Youth and Adolescence"	"Christopher P. Salas-Wright, et al."	"Religiosity Profiles of American Youth in Relation to Substance Use, Violence, and Delinquency"	"17705"	"No"	"17705"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"
"@Lam2012"	"2012"	"2012"	"Developmental"	"Journal of Youth and Adolescence"	"Chun Bun Lam, et al."	"Sibling Relationships and Empathy Across the Transition to Adolescence"	"201"	"No"	"201"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"
"@Nichols2012"	"2012"	"2012"	"Developmental"	"Journal of Youth and Adolescence"	"Emily Bever Nichols, et al."	"Incarceration in the Household: Academic Outcomes of Adolescents with an Incarcerated Household Member"	"3338"	"No"	"3338"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"
"@Poulin2012"	"2012"	"2012"	"Developmental"	"Journal of Youth and Adolescence"	"Francois Poulin, et al."	"Other-Sex Friendships as a Mediator Between Parental Monitoring and Substance Use in Girls and Boys"	"333"	"No"	"333"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"
"@Stein2012"	"2012"	"2012"	"Developmental"	"Journal of Youth and Adolescence"	"Gabriela L. Stein, et al."	"Cultural Stressors and the Hopelessness Model of Depressive Symptoms in Latino Adolescents"	"172"	"Yes"	"171"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"
"@Chen2012"	"2012"	"2012"	"Developmental"	"Journal of Youth and Adolescence"	"Hsing-Jung Chen"	"Association of Contextual Factors with Drug Use and Binge Drinking among White, Native American, and Mixed-Race Adolescents in the General Population"	"46675"	"No"	"46675"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"0"
"@Koning2012"	"2012"	"2012"	"Developmental"	"Journal of Youth and Adolescence"	"Ina M. Koning, et al."	"Developmental Alcohol-Specific Parenting Profiles in Adolescence and their Relationships with Adolescents? Alcohol Use"	"935"	"Yes"	"883"	"52"	"0"	"0"	"0"	"0"	"0"	"1"	"0"
"@Leversen2012"	"2012"	"2012"	"Developmental"	"Journal of Youth and Adolescence"	"Ingrid Leversen, et al."	"Basic Psychological Need Satisfaction in Leisure Activities and Adolescents? Life Satisfaction"	"3273"	"No"	"3273"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"
"@Kiesner2012"	"2011"	"2012"	"Developmental"	"Journal of Youth and Adolescence"	"Jeff Kiesner, et al."	"Developmental Associations Between Adolescent Change in Depressive Symptoms and Menstrual-Cycle-Phase-Specific Negative Affect During Early Adulthood"	"47"	"No"	"47"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"0"
"@Bissell-Havran2012"	"2011"	"2012"	"Developmental"	"Journal of Youth and Adolescence"	"Joanna M. Bissell-Havran"	"Mothers? Differential Treatment of Adolescent Siblings: Predicting College Attendance of Sisters Versus Brothers"	"1044"	"No"	"1044"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"
"@BomanIV2012"	"2012"	"2012"	"Developmental"	"Journal of Youth and Adolescence"	"John H. Boman IV, et al."	"Investigating Friendship Quality: An Exploration of Self-Control and Social Control Theories? Friendship Hypotheses"	"2154"	"No"	"2154"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"
"@Kim-Spoon2012"	"2012"	"2012"	"Developmental"	"Journal of Youth and Adolescence"	"Jungmeen Kim-Spoon, et al."	"Parent-Adolescent Relationship Quality as a Moderator for the Influences of Parents? Religiousness on Adolescents? Religiousness and Adjustment"	"644"	"No"	"644"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"
"@Larsen2012"	"2012"	"2012"	"Developmental"	"Journal of Youth and Adolescence"	"Junilla K. Larsen, et al."	"Social Coping by Masking? Parental Support and Peer Victimization as Mediators of the Relationship Between Depressive Symptoms and Expressive Suppression in Adolescents"	"1465"	"No"	"1465"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"
"@Wickrama2012"	"2012"	"2012"	"Developmental"	"Journal of Youth and Adolescence"	"K. A. S. Wickrama, et al."	"The Influence of Ethnicity and Adverse Life Experiences During Adolescence on Young Adult Socioeconomic Attainment: The Moderating Role of Education"	"13450"	"No"	"13450"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"
"@Bastaits2012"	"2012"	"2012"	"Developmental"	"Journal of Youth and Adolescence"	"Kim Bastaits, et al."	"Parenting of Divorced Fathers and the Association with Children?s Self-Esteem"	"587"	"No"	"587"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"
"@Lopez-Romero2012"	"2012"	"2012"	"Developmental"	"Journal of Youth and Adolescence"	"Laura Lopez-Romero, et al."	"Disentangling the Role of Psychopathic Traits and Externalizing Behaviour in Predicting Conduct Problems from Childhood to Adolescence"	"138"	"No"	"138"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"
"@Estrada-Martinez2012"	"2012"	"2012"	"Developmental"	"Journal of Youth and Adolescence"	"Lorena M. Estrada-Martinez, et al."	"Stressors in Multiple Life-Domains and the Risk for Externalizing and Internalizing Behaviors Among African Americans During Emerging Adulthood"	"604"	"No"	"604"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"
"@Caughy2012"	"2012"	"2012"	"Developmental"	"Journal of Youth and Adolescence"	"Margaret O'Brien Caughy, et al."	"Social Competence in Late Elementary School: Relationships to Parenting and Neighborhood Context"	"3624"	"No"	"3624"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"
"@Al-Yagon2012"	"2012"	"2012"	"Developmental"	"Journal of Youth and Adolescence"	"Michal Al-Yagon"	"Adolescents with Learning Disabilities: Socioemotional and Behavioral Functioning and Attachment Relationships with Fathers, Mothers, and Teachers"	"369"	"No"	"369"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"
"@Chiu2012"	"2012"	"2012"	"Developmental"	"Journal of Youth and Adolescence"	"Ming Ming Chiu, et al."	"Immigrant Students? Emotional and Cognitive Engagement at School: A Multilevel Analysis of Students in 41 countries"	"276165"	"No"	"276165"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"0"
"@Malmberg2012"	"2012"	"2012"	"Developmental"	"Journal of Youth and Adolescence"	"Monique Malmberg, et al."	"Do Substance Use Risk Personality Dimensions Predict the Onset of Substance Use in Early Adolescence? A Variable- and Person- Centered Approach"	"648"	"No"	"648"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"
"@Chien2012"	"2011"	"2012"	"Developmental"	"Journal of Youth and Adolescence"	"Nina C. Chien, et al."	"The Younger Siblings of Childbearing Adolescents: Parenting Influences on Their Academic and Social-Emotional Adjustment"	"243"	"No"	"243"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"
"@Wang2012"	"2012"	"2012"	"Developmental"	"Journal of Youth and Adolescence"	"Qian Wang, et al."	"Antecedents of Chinese Parents? Autonomy Support and Psychological Control: The Interplay Between Parents? Self-Development Socialization Goals and Adolescents? School Performance"	"341"	"No"	"341"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"0"
"@Silva2017"	"2017"	"2017"	"Developmental"	"Journal of Youth and Adolescence"	"Karol Silva1 _ Jamie Patrianakos2 _ Jason Chein1 _ Laurence Steinberg 1"	"Joint Effects of Peer Presence and Fatigue on Risk and
Reward Processing in Late Adolescence"	"196"	"No"	"196"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"
"@Slater2017"	"2017"	"2017"	"Developmental"	"Journal of Youth and Adolescence"	"Amy Slater 1 _ Emma Halliwell1 _ Hannah Jarman1 _ Emma Gaskin1"	"More than Just Childs Play?: An Experimental Investigation of
the Impact of an Appearance-Focused Internet Game on Body
Image and Career Aspirations of Young Girls"	"80"	"No"	"80"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"
