"female" "mathkind" "mathgain" "ses" "mathprep" "classid" "schoolid" "childid"
1 420 84 -0.0900000035762787 2 59 51 570
0 454 35 0.200000002980232 2 59 51 571
0 495 45 -1.04999995231628 2 59 51 572
1 521 48 0.819999992847443 1.66999995708466 255 52 573
0 524 65 1.1599999666214 1.66999995708466 255 52 574
1 521 43 0.920000016689301 1.66999995708466 255 52 575
1 496 32 0.629999995231628 1.66999995708466 255 52 576
0 498 49 0.490000009536743 1.66999995708466 255 52 577
1 462 61 0.400000005960464 1.66999995708466 255 52 578
1 422 35 -1.02999997138977 3 270 52 579
0 428 30 -1.50999999046326 3 270 52 580
1 434 15 -0.529999971389771 3 270 52 581
1 489 47 -0.0299999993294477 2 14 53 582
1 434 65 -0.509999990463257 2 14 53 583
1 394 112 -0.0299999993294477 2 14 53 584
0 488 142 -0.280000001192093 2 14 53 585
1 512 14 -0.990000009536743 2.5 149 53 586
0 520 46 -0.200000002980232 2.5 149 53 587
0 491 61 -0.0299999993294477 2.5 149 53 588
1 460 91 -0.0500000007450581 2.5 149 53 589
0 471 48 0.0599999986588955 2 259 54 590
0 516 29 2.03999996185303 2 259 54 591
0 510 31 1.86000001430511 2 259 54 592
0 457 60 0.119999997317791 2 259 54 593
0 504 54 1.78999996185303 2 259 54 594
0 544 23 1.78999996185303 2 259 54 595
1 506 5 -0.709999978542328 2 259 54 596
1 451 32 2.9300000667572 2 259 54 597
0 515 16 -0.330000013113022 2 301 54 598
0 504 64 0.119999997317791 2 301 54 599
1 497 20 -0.180000007152557 2.5 24 55 600
0 476 6 -0.620000004768372 2.25 35 55 601
1 525 55 -0.0299999993294477 2.25 35 55 602
0 472 113 -1.27999997138977 2.25 35 55 603
0 427 67 1.0900000333786 2.25 35 55 604
1 446 62 0.449999988079071 4 117 55 605
1 465 59 0.0900000035762787 4 117 55 606
0 498 46 0.170000001788139 4 117 55 607
0 495 36 -1.01999998092651 4 117 55 608
0 491 18 -0.319999992847443 4 117 55 609
1 463 54 -1.14999997615814 4 117 55 610
0 478 76 -0.800000011920929 4 117 55 611
1 415 84 -0.239999994635582 4 117 55 612
1 506 -4 -0.430000007152557 2.75 3 56 613
1 516 18 -0.259999990463257 2.75 3 56 614
0 456 33 -0.509999990463257 2.75 3 56 615
1 511 122 1.53999996185303 3 168 56 616
1 524 53 0.119999997317791 3 168 56 617
0 480 77 -0.370000004768372 3 168 56 618
0 521 26 0.0700000002980232 3 168 56 619
0 505 55 0.379999995231628 3 168 56 620
0 482 85 0.0199999995529652 3 168 56 621
0 470 56 -1.27999997138977 3 168 56 622
1 431 89 -0.959999978542328 3 36 57 623
0 349 132 -0.759999990463257 3.5 40 57 624
1 465 127 0.189999997615814 3.5 40 57 625
1 474 22 -0.860000014305115 3.5 40 57 626
1 435 69 -1.13999998569489 2.5 171 57 627
1 484 39 -0.0500000007450581 3 250 57 628
0 498 52 -0.0700000002980232 3 250 57 629
0 466 34 -1.14999997615814 2.5 272 57 630
0 456 36 0.319999992847443 6 12 58 631
1 480 62 0.550000011920929 6 12 58 632
0 451 51 -0.800000011920929 6 12 58 633
1 500 109 -0.280000001192093 6 12 58 634
1 533 -8 0.0500000007450581 6 12 58 635
0 536 6 -0.850000023841858 1.5 34 59 636
1 506 41 0.00999999977648258 1 108 59 637
0 455 54 0.270000010728836 1 108 59 638
0 540 79 -0.280000001192093 1 108 59 639
1 482 102 -0.0299999993294477 1 121 60 640
0 493 122 -0.0299999993294477 1 121 60 641
0 445 72 -0.0299999993294477 1 121 60 642
1 432 36 -0.0299999993294477 1 121 60 643
0 445 118 -0.680000007152557 1 121 60 644
0 415 79 -0.0299999993294477 1 121 60 645
1 443 59 -0.0299999993294477 2 242 60 646
1 428 78 -0.730000019073486 2 242 60 647
0 449 74 -0.0700000002980232 2 242 60 648
0 492 79 -0.0299999993294477 2 242 60 649
0 515 24 0.300000011920929 2 242 60 650
0 489 23 -0.0299999993294477 2 242 60 651
1 470 94 -0.0299999993294477 2 242 60 652
0 442 35 -0.0900000035762787 2.5 1 61 653
0 422 109 -1.32000005245209 2.5 1 61 654
1 482 66 0.430000007152557 2.5 1 61 655
1 489 19 -0.0599999986588955 2.5 1 61 656
0 460 10 -1.27999997138977 2.5 1 61 657
0 448 52 -0.0299999993294477 2 124 61 658
1 449 15 -0.0299999993294477 2 192 61 659
1 441 37 -1.35000002384186 2 192 61 660
1 503 22 -1.21000003814697 4.25 267 61 661
1 454 50 -1.05999994277954 4.25 267 61 662
0 456 62 -1.02999997138977 4.25 267 61 663
1 629 -84 2.32999992370605 2.74000000953674 22 62 664
1 501 179 2 2.74000000953674 22 62 665
0 589 11 2.4300000667572 2.74000000953674 22 62 666
0 524 65 0.46000000834465 2.74000000953674 22 62 667
1 466 78 3.16000008583069 2.74000000953674 22 62 668
1 502 41 0.46000000834465 2.74000000953674 22 62 669
1 532 55 1.05999994277954 2.74000000953674 22 62 670
0 500 57 0.0799999982118607 2.74000000953674 22 62 671
1 527 37 2.05999994277954 2.29999995231628 46 62 672
0 496 61 3.21000003814697 2.29999995231628 46 62 673
1 596 23 0.730000019073486 2.29999995231628 46 62 674
0 499 112 1.80999994277954 2.29999995231628 46 62 675
0 419 67 1.22000002861023 2.29999995231628 46 62 676
1 474 17 0.0399999991059303 2 310 63 677
0 510 84 -0.670000016689301 2 310 63 678
0 496 64 -0.550000011920929 2 310 63 679
0 432 76 -0.860000014305115 3.5 38 64 680
1 436 77 0.0700000002980232 3.5 38 64 681
0 472 49 0.180000007152557 3.5 38 64 682
0 420 79 -0.689999997615814 3.5 38 64 683
1 447 97 0.75 3.5 38 64 684
0 463 40 -0.0299999993294477 3.5 38 64 685
1 429 67 0.109999999403954 3.5 38 64 686
0 494 32 -0.0199999995529652 2 294 64 687
1 449 95 -0.0799999982118607 2 294 64 688
0 465 62 -0.0299999993294477 2 294 64 689
1 466 17 -0.709999978542328 5 95 65 690
1 448 25 0.00999999977648258 5 95 65 691
0 524 52 0.300000011920929 2.5 128 65 692
1 466 88 -0.629999995231628 2.5 128 65 693
0 521 76 1.28999996185303 2.5 128 65 694
1 408 69 -0.720000028610229 2.5 128 65 695
0 474 23 -0.449999988079071 3.75 284 65 696
1 521 65 -0.990000009536743 3.75 284 65 697
0 503 92 1.16999995708466 3.75 284 65 698
0 514 64 -0.0299999993294477 2.17000007629395 91 66 699
1 478 56 -0.200000002980232 2.17000007629395 91 66 700
0 443 84 0.0599999986588955 2.17000007629395 91 66 701
1 445 53 0.219999998807907 2.17000007629395 91 66 702
0 474 61 0.610000014305115 2.75 218 66 703
0 500 38 1.78999996185303 2.75 218 66 704
0 464 57 -0.620000004768372 3 269 66 705
0 506 66 -0.0700000002980232 3 269 66 706
0 413 102 0.25 5.32999992370605 4 67 707
0 427 86 -0.119999997317791 5.32999992370605 4 67 708
0 482 66 -0.699999988079071 5.32999992370605 4 67 709
0 430 106 -0.529999971389771 5.32999992370605 4 67 710
1 441 79 -0.46000000834465 5.32999992370605 4 67 711
0 429 110 -0.75 5.32999992370605 4 67 712
1 401 107 0.0500000007450581 3.5 73 67 713
1 513 55 0.0599999986588955 3.5 73 67 714
1 437 82 -1.45000004768372 3.5 73 67 715
1 479 32 -0.709999978542328 1 245 67 716
0 431 57 -1.03999996185303 1 245 67 717
1 436 79 -0.0299999993294477 1 245 67 718
1 542 36 -0.550000011920929 1.5 57 68 719
0 487 44 -1.24000000953674 1.5 57 68 720
0 501 39 -0.360000014305115 1.5 57 68 721
1 463 86 -0.829999983310699 1.5 57 68 722
1 290 214 -0.670000016689301 6 244 68 723
1 488 75 -0.569999992847443 2 263 68 724
1 508 29 -0.340000003576279 2 263 68 725
1 489 71 -0.709999978542328 2 263 68 726
0 491 29 -0.800000011920929 3.17000007629395 271 68 727
1 435 91 -0.569999992847443 3.17000007629395 271 68 728
1 414 93 -1.14999997615814 3.17000007629395 271 68 729
0 409 128 -0.959999978542328 1.66999995708466 298 68 730
1 490 52 -0.159999996423721 1.66999995708466 298 68 731
1 500 59 -0.159999996423721 1.66999995708466 298 68 732
1 473 79 -1.21000003814697 1.66999995708466 298 68 733
1 423 123 0.879999995231628 1.66999995708466 298 68 734
0 365 107 -0.0299999993294477 2 90 69 735
1 443 66 -0.759999990463257 2 90 69 736
0 431 83 1.02999997138977 2 290 69 737
0 425 45 -0.639999985694885 2 290 69 738
1 456 22 0.550000011920929 2 290 69 739
0 484 96 -1.14999997615814 2 83 70 740
0 464 45 -1.19000005722046 2 83 70 741
1 509 53 -0.46000000834465 2 83 70 742
1 463 68 -1.45000004768372 2 83 70 743
0 400 107 -0.0900000035762787 2 83 70 744
1 418 108 -1.14999997615814 2 83 70 745
1 403 117 -0.589999973773956 2 83 70 746
1 405 62 -0.360000014305115 2.32999992370605 146 70 747
0 428 145 0.109999999403954 2.32999992370605 146 70 748
0 496 63 0.159999996423721 2.32999992370605 146 70 749
1 471 45 -1.26999998092651 3.25 152 70 750
1 434 36 -1.25 3.25 152 70 751
1 447 69 -0.980000019073486 3.25 152 70 752
1 481 66 -1.45000004768372 3.25 152 70 753
0 368 218 -1.13999998569489 3.25 152 70 754
1 439 54 -0.490000009536743 3.25 152 70 755
0 468 68 -0.0299999993294477 2.5 261 70 756
1 466 81 -1.01999998092651 4.5 311 70 757
0 514 32 -0.310000002384186 4.5 311 70 758
1 488 45 1.21000003814697 2.5 80 71 759
0 459 95 0.140000000596046 2.5 80 71 760
0 459 24 -0.0299999993294477 2.5 80 71 761
0 551 10 1.1599999666214 2.5 80 71 762
0 500 68 1.0900000333786 2.5 80 71 763
0 455 60 -0.779999971389771 2.5 80 71 764
1 551 82 -0.189999997615814 2 120 71 765
0 485 80 -0.0500000007450581 2 120 71 766
0 537 104 2.0699999332428 2 120 71 767
1 499 85 1.08000004291534 2 120 71 768
0 494 35 0.100000001490116 2 120 71 769
0 502 54 0.930000007152557 2 120 71 770
1 545 39 0.800000011920929 2 120 71 771
1 527 50 1.26999998092651 2 120 71 772
1 523 70 -0.689999997615814 3 209 71 773
1 517 80 0.159999996423721 3 209 71 774
1 561 34 0.910000026226044 1.83000004291534 264 71 775
1 452 49 2.05999994277954 1.83000004291534 264 71 776
1 477 1 0.0199999995529652 1.83000004291534 264 71 777
0 480 43 -0.200000002980232 1.83000004291534 264 71 778
1 556 2 0.720000028610229 1.83000004291534 264 71 779
1 473 55 0.280000001192093 1.83000004291534 264 71 780
1 543 78 0.800000011920929 1.83000004291534 264 71 781
0 502 63 0.239999994635582 3.82999992370605 304 71 782
0 513 10 0.970000028610229 3.82999992370605 304 71 783
1 446 72 0.300000011920929 3.82999992370605 304 71 784
0 506 29 0.46000000834465 3.82999992370605 304 71 785
0 542 77 0.600000023841858 2.5 29 72 786
0 469 88 0.800000011920929 2.5 29 72 787
1 510 20 -0.379999995231628 2.5 29 72 788
0 523 28 -0.219999998807907 3 148 72 789
0 510 51 0.560000002384186 3 148 72 790
1 532 47 -0.370000004768372 3 148 72 791
1 498 37 0.370000004768372 3 148 72 792
1 524 113 1.95000004768372 2 243 72 793
1 520 16 0.689999997615814 2 243 72 794
1 488 53 0.270000010728836 2 243 72 795
0 478 28 0.620000004768372 2 243 72 796
1 489 70 -0.0299999993294477 2.5 213 73 797
0 426 44 -0.720000028610229 2.5 213 73 798
0 442 28 -0.0700000002980232 2.5 213 73 799
0 422 93 -0.550000011920929 2.29999995231628 276 73 800
0 466 46 -0.109999999403954 2.29999995231628 276 73 801
1 523 37 0.540000021457672 2.29999995231628 276 73 802
0 393 95 -0.839999973773956 2.29999995231628 276 73 803
0 436 51 0.170000001788139 2.29999995231628 276 73 804
1 435 11 -0.0399999991059303 2.29999995231628 276 73 805
1 479 38 0.469999998807907 2.29999995231628 276 73 806
0 411 118 -0.610000014305115 3 232 74 807
0 496 -2 0.620000004768372 3 232 74 808
0 433 59 -0.980000019073486 3.82999992370605 295 74 809
1 490 60 -0.0299999993294477 1.83000004291534 39 75 810
1 452 66 -0.879999995231628 1.83000004291534 39 75 811
0 510 147 -0.469999998807907 2.5 42 75 812
1 461 106 0.389999985694885 2.5 42 75 813
1 457 36 0.0900000035762787 2.5 42 75 814
0 438 53 -1.51999998092651 2.5 42 75 815
1 486 57 -0.959999978542328 2.5 42 75 816
0 504 97 0.270000010728836 2.5 42 75 817
1 455 58 -0.860000014305115 2.5 42 75 818
1 436 116 -0.610000014305115 2.5 42 75 819
1 451 80 -1.08000004291534 2.5 42 75 820
1 508 58 -0.0399999991059303 2.5 42 75 821
1 533 19 -0.0900000035762787 2 154 75 822
1 476 110 0.0199999995529652 2 154 75 823
1 396 78 -1.05999994277954 2 181 75 824
0 428 23 -1 3 8 76 825
0 482 58 0.810000002384186 3 8 76 826
0 523 25 0.46000000834465 3 8 76 827
1 505 -15 0.409999996423721 3 8 76 828
0 429 46 0.170000001788139 2.29999995231628 28 76 829
0 290 152 -0.449999988079071 2.29999995231628 28 76 830
1 485 62 -0.829999983310699 2.29999995231628 28 76 831
1 495 19 -0.219999998807907 2.29999995231628 28 76 832
1 470 13 0.0399999991059303 2.29999995231628 28 76 833
0 456 38 0.159999996423721 2.32999992370605 136 76 834
0 474 58 0.0299999993294477 2.32999992370605 136 76 835
0 480 -10 0.100000001490116 2.32999992370605 136 76 836
0 458 61 0.409999996423721 2.32999992370605 136 76 837
1 438 56 -0.349999994039536 2.32999992370605 136 76 838
0 449 69 0.189999997615814 2.32999992370605 136 76 839
1 455 73 -0.910000026226044 2.29999995231628 277 76 840
1 458 -3 -0.140000000596046 2.29999995231628 277 76 841
1 503 25 0.170000001788139 2.29999995231628 277 76 842
1 469 33 0.839999973773956 2.29999995231628 277 76 843
0 426 19 -0.230000004172325 2.29999995231628 277 76 844
1 451 60 0.629999995231628 2.29999995231628 277 76 845
1 437 35 0.0700000002980232 2.29999995231628 277 76 846
0 485 50 -0.140000000596046 3.25 287 76 847
0 441 59 0.100000001490116 3.25 287 76 848
0 433 46 -0.319999992847443 3.25 287 76 849
1 439 61 0.449999988079071 3.25 287 76 850
0 417 75 -0.119999997317791 3.25 287 76 851
0 463 59 1.10000002384186 1 27 77 852
1 482 60 1.72000002861023 1 27 77 853
0 469 72 1.03999996185303 1 27 77 854
0 450 17 0.720000028610229 1 27 77 855
1 453 52 0.200000002980232 1 27 77 856
1 522 52 0.0799999982118607 1 27 77 857
1 468 58 0.689999997615814 2.29999995231628 53 77 858
0 458 125 1.60000002384186 2.29999995231628 53 77 859
1 514 5 0.560000002384186 2.29999995231628 53 77 860
0 427 71 -0.0299999993294477 2.29999995231628 53 77 861
1 501 56 1.11000001430511 2.29999995231628 53 77 862
1 471 57 -0.319999992847443 5 189 77 863
1 515 28 1.41999995708466 5 189 77 864
0 431 101 0.219999998807907 5 189 77 865
0 500 44 1.26999998092651 5 189 77 866
0 477 27 -0.0900000035762787 5 189 77 867
1 489 64 1 5 189 77 868
1 484 65 0.270000010728836 5 189 77 869
1 475 49 1.28999996185303 5 189 77 870
0 514 67 1.05999994277954 5 189 77 871
0 493 33 0.550000011920929 2.25 305 77 872
0 514 31 0.819999992847443 2.25 305 77 873
1 497 81 1.28999996185303 2.25 305 77 874
0 510 57 -0.0900000035762787 2.25 305 77 875
0 474 56 -0.0299999993294477 2 13 78 876
0 478 12 -0.0299999993294477 2 13 78 877
1 482 49 0.810000002384186 2 13 78 878
0 463 24 0.00999999977648258 2 13 78 879
0 461 75 -0.209999993443489 2 13 78 880
0 512 25 -0.610000014305115 2 13 78 881
1 439 77 -0.939999997615814 2 13 78 882
1 473 6 0.0599999986588955 2 13 78 883
0 435 26 -1.28999996185303 2 13 78 884
0 419 85 -1.05999994277954 1.5 111 78 885
1 430 30 -0.46000000834465 1.5 111 78 886
1 476 13 -0.469999998807907 1.5 111 78 887
1 472 40 -1.0900000333786 2 183 78 888
0 427 11 -0.0299999993294477 2 183 78 889
1 488 2 -0.0299999993294477 2 183 78 890
1 436 50 -1.21000003814697 2 23 79 891
1 462 43 1.57000005245209 2 112 79 892
1 401 74 -0.219999998807907 2 112 79 893
1 468 31 0.360000014305115 2.5 253 79 894
1 451 87 1.33000004291534 2.5 253 79 895
1 531 24 0.920000016689301 2.5 253 79 896
0 438 139 0.109999999403954 2.5 253 79 897
1 467 49 -0.129999995231628 2.5 253 79 898
0 506 24 1.12999999523163 2.5 253 79 899
1 457 96 -0.170000001788139 2.5 253 79 900
1 402 55 -1.25999999046326 2.5 253 79 901
0 473 92 0.180000007152557 2.5 253 79 902
1 432 110 0.509999990463257 2.42000007629395 222 80 903
0 433 73 -0.939999997615814 2.42000007629395 222 80 904
1 484 69 -0.370000004768372 2.42000007629395 222 80 905
1 457 101 -0.0799999982118607 2.42000007629395 222 80 906
0 449 52 -0.509999990463257 4 308 80 907
0 481 74 -0.140000000596046 4 308 80 908
1 466 43 -0.370000004768372 4 308 80 909
1 461 74 -0.660000026226044 2.5 116 81 910
1 447 102 -0.509999990463257 2.5 116 81 911
1 474 90 0.0399999991059303 2 174 81 912
0 430 74 -0.0299999993294477 2 174 81 913
1 452 44 -0.670000016689301 2 174 81 914
1 428 53 -0.419999986886978 2 174 81 915
0 452 66 -0.730000019073486 2 174 81 916
1 485 40 -0.779999971389771 2 174 81 917
1 458 48 -0.439999997615814 2 174 81 918
0 443 60 -0.330000013113022 2 164 82 919
0 407 79 -0.330000013113022 2 164 82 920
0 424 93 0.930000007152557 2 164 82 921
0 463 23 0.529999971389771 2 164 82 922
0 499 26 0.509999990463257 2 164 82 923
0 432 80 -0.209999993443489 2.25 169 82 924
1 479 109 0.709999978542328 2.25 169 82 925
0 443 86 1.11000001430511 2.25 169 82 926
1 444 26 -0.270000010728836 2.25 169 82 927
1 513 51 0.949999988079071 2.25 169 82 928
1 484 48 1.27999997138977 2.25 169 82 929
0 353 46 -1.16999995708466 2.25 184 82 930
0 450 49 1.57000005245209 2.25 184 82 931
0 472 55 0.519999980926514 2.25 184 82 932
0 441 39 1.52999997138977 2.25 184 82 933
0 487 36 0.00999999977648258 2.25 184 82 934
1 450 30 -0.270000010728836 2.5 225 82 935
1 431 66 -0.0799999982118607 2.5 225 82 936
0 450 74 0.259999990463257 2.5 225 82 937
1 437 55 0.109999999403954 6 165 83 938
1 529 77 -1.14999997615814 6 165 83 939
1 423 93 -0.439999997615814 6 165 83 940
1 480 60 -0.360000014305115 6 165 83 941
1 498 40 -0.400000005960464 6 165 83 942
0 512 76 1.79999995231628 6 165 83 943
1 466 22 -1.30999994277954 3.5 235 83 944
0 447 10 -0.540000021457672 3.5 235 83 945
1 492 74 -0.239999994635582 3.5 235 83 946
0 492 45 0.00999999977648258 3.5 235 83 947
1 467 67 0.270000010728836 3.5 235 83 948
0 476 54 0.379999995231628 3.5 235 83 949
0 398 86 -0.0599999986588955 2 76 84 950
1 407 60 -1.25999999046326 2 76 84 951
1 430 96 -0.0299999993294477 2 76 84 952
1 471 58 -0.310000002384186 2 76 84 953
1 449 42 -0.720000028610229 1.5 143 84 954
1 406 107 -0.930000007152557 1.5 143 84 955
1 459 129 0.0199999995529652 1.5 143 84 956
0 436 75 -0.0500000007450581 1.5 143 84 957
1 430 84 -0.810000002384186 1.5 143 84 958
0 418 85 -0.990000009536743 1.5 143 84 959
1 392 108 -0.589999973773956 1.5 161 84 960
0 484 28 -0.449999988079071 1.5 161 84 961
0 418 88 -1.01999998092651 1.5 161 84 962
1 427 96 -0.709999978542328 1.5 161 84 963
0 520 29 0.330000013113022 2.17000007629395 66 85 964
1 561 -13 1.72000002861023 2.17000007629395 66 85 965
0 473 66 -0.379999995231628 2.17000007629395 66 85 966
0 513 25 0.680000007152557 2.17000007629395 66 85 967
0 517 44 0.959999978542328 2.17000007629395 66 85 968
1 523 79 -0.109999999403954 2.17000007629395 66 85 969
1 514 65 -0.740000009536743 4 84 85 970
0 527 59 -0.109999999403954 2 157 85 971
0 458 99 0.980000019073486 2 157 85 972
1 516 13 0.150000005960464 2 157 85 973
1 526 79 0.699999988079071 2 157 85 974
0 510 -4 -1.21000003814697 2.75 186 85 975
1 509 17 0.00999999977648258 2.75 186 85 976
1 502 55 -0.759999990463257 2.75 186 85 977
0 496 -10 -0.639999985694885 2.75 186 85 978
1 389 136 -0.180000007152557 2.75 186 85 979
0 532 30 0.28999999165535 2.75 186 85 980
1 547 133 0.280000001192093 2 196 85 981
1 515 96 0.720000028610229 2 196 85 982
0 448 58 0.119999997317791 2 196 85 983
0 525 20 0.259999990463257 3.25 65 86 984
0 431 -28 0.560000002384186 2.5 132 86 985
0 453 63 -0.109999999403954 2.5 132 86 986
1 465 41 -0.119999997317791 2.5 132 86 987
0 446 52 1.26999998092651 2.5 275 86 988
1 468 42 0.870000004768372 2.5 275 86 989
0 441 51 -0.25 2.5 275 86 990
0 477 67 -0.0299999993294477 4 21 87 991
0 486 42 -0.610000014305115 4 21 87 992
0 499 35 -0.0299999993294477 4 21 87 993
0 471 52 -0.0299999993294477 4 21 87 994
1 531 17 -0.670000016689301 2 72 87 995
1 494 57 -0.330000013113022 2 72 87 996
0 497 63 -1.28999996185303 2 72 87 997
0 537 2 -0.620000004768372 1.5 106 87 998
1 482 46 0.509999990463257 1.5 106 87 999
1 446 77 -0.860000014305115 4.5 187 87 1000
1 460 2 -1.48000001907349 2 67 88 1001
1 488 40 -1.01999998092651 2 67 88 1002
1 451 18 -0.0299999993294477 2 312 88 1003
0 421 52 0.600000023841858 2 312 88 1004
1 374 69 0.660000026226044 2 312 88 1005
1 428 51 -0.479999989271164 2 312 88 1006
1 513 39 0.759999990463257 1 292 89 1007
0 491 11 -0.25 1 292 89 1008
1 427 80 -0.379999995231628 1 292 89 1009
0 524 69 1.11000001430511 1 292 89 1010
1 453 34 -0.239999994635582 2 52 90 1011
0 506 -13 -0.129999995231628 2 52 90 1012
0 424 130 0.00999999977648258 4 238 90 1013
1 495 34 0.639999985694885 2.29999995231628 15 91 1014
1 454 32 0.180000007152557 1 45 91 1015
1 462 39 0.5 1 45 91 1016
0 517 30 0.419999986886978 1 45 91 1017
0 448 39 2.01999998092651 1 45 91 1018
0 489 -18 1 1 45 91 1019
1 423 102 0.109999999403954 1.25 151 91 1020
0 461 53 -0.0599999986588955 1.25 151 91 1021
0 435 42 -0.620000004768372 1 231 91 1022
1 422 85 -0.0299999993294477 1 231 91 1023
1 473 70 -0.360000014305115 1 231 91 1024
0 477 43 -0.300000011920929 1 231 91 1025
0 536 46 1.08000004291534 1 231 91 1026
1 429 54 1.12000000476837 1 231 91 1027
1 424 66 0.699999988079071 1 231 91 1028
0 446 58 -0.0500000007450581 1 231 91 1029
1 485 48 0.0500000007450581 2.5 173 92 1030
1 473 60 0.170000001788139 2.5 173 92 1031
1 448 34 0.720000028610229 2.25 199 92 1032
0 569 93 0.910000026226044 2 248 92 1033
1 460 45 -0.140000000596046 2 248 92 1034
0 433 67 0 2 248 92 1035
1 438 75 -0.0299999993294477 2 248 92 1036
0 477 58 0.0199999995529652 2 248 92 1037
1 443 97 -0.140000000596046 2 248 92 1038
1 483 63 0.649999976158142 2.5 123 93 1039
0 476 31 0.540000021457672 2.5 123 93 1040
0 542 58 0.109999999403954 2.5 123 93 1041
1 495 37 0.360000014305115 2.5 123 93 1042
0 492 54 1.27999997138977 2.5 123 93 1043
0 502 30 0.0799999982118607 2.5 123 93 1044
1 524 34 0.409999996423721 2.5 123 93 1045
1 465 51 -1.35000002384186 2.5 123 93 1046
0 532 -6 -0.0299999993294477 2.5 126 93 1047
0 534 28 -0.0299999993294477 2.5 126 93 1048
1 468 43 0.620000004768372 2.5 126 93 1049
0 489 14 0.0199999995529652 2.5 126 93 1050
0 482 48 0.409999996423721 2.5 126 93 1051
0 493 28 0.670000016689301 2.5 126 93 1052
1 460 72 0.689999997615814 2 182 93 1053
1 480 51 0.0799999982118607 2 182 93 1054
1 499 78 0.0199999995529652 2 182 93 1055
1 531 59 0.419999986886978 2 182 93 1056
0 509 34 0 2 182 93 1057
1 517 42 0.00999999977648258 2.29999995231628 194 93 1058
1 532 30 -0.129999995231628 2.29999995231628 194 93 1059
0 471 83 -0.0799999982118607 3 134 94 1060
1 464 92 0.439999997615814 3 134 94 1061
1 485 97 0.129999995231628 3 134 94 1062
0 470 125 0.550000011920929 3 134 94 1063
0 430 58 0.119999997317791 3 224 94 1064
0 478 44 0.330000013113022 3 224 94 1065
1 459 42 -0.0299999993294477 3 224 94 1066
0 452 63 -0.870000004768372 3 224 94 1067
1 500 74 -0.0500000007450581 3 224 94 1068
1 386 72 -0.25 1 282 94 1069
0 367 112 0.230000004172325 1 282 94 1070
1 426 109 -0.230000004172325 1 306 94 1071
1 410 121 0.610000014305115 1 306 94 1072
1 428 95 -0.25 1 306 94 1073
1 476 51 -1.05999994277954 1 306 94 1074
1 523 43 1.36000001430511 2 140 95 1075
1 488 51 0.730000019073486 2 140 95 1076
0 500 35 -0.330000013113022 2 144 95 1077
1 290 203 -0.319999992847443 2 144 95 1078
1 539 5 0.330000013113022 2 144 95 1079
1 447 43 -0.449999988079071 2.29999995231628 109 96 1080
0 427 70 -0.200000002980232 2.29999995231628 109 96 1081
1 453 40 0.349999994039536 2.29999995231628 109 96 1082
1 494 43 -0.449999988079071 2.29999995231628 109 96 1083
1 501 12 0.319999992847443 2.17000007629395 185 96 1084
0 463 53 0.150000005960464 2 237 96 1085
1 459 52 -0.230000004172325 2 237 96 1086
1 458 56 -0.649999976158142 2 237 96 1087
1 441 85 0.0399999991059303 2.5 75 97 1088
0 421 108 -0.259999990463257 2.5 75 97 1089
1 498 98 0.5 2.5 75 97 1090
0 456 16 -1.0900000333786 2.5 75 97 1091
0 551 8 0.46000000834465 2.5 75 97 1092
0 458 80 0.939999997615814 2.5 75 97 1093
1 461 37 0.889999985694885 2.5 221 98 1094
0 398 61 -0.649999976158142 2.5 221 98 1095
1 390 89 -0.419999986886978 1.58000004291534 205 99 1096
0 463 72 -0.810000002384186 1.58000004291534 205 99 1097
0 479 78 -0.519999980926514 1.58000004291534 205 99 1098
0 505 45 -0.529999971389771 1.58000004291534 205 99 1099
1 440 49 0.180000007152557 1.58000004291534 205 99 1100
0 523 20 -0.0299999993294477 1.58000004291534 205 99 1101
1 448 43 -0.150000005960464 1.58000004291534 205 99 1102
1 507 14 0.439999997615814 1.58000004291534 205 99 1103
1 413 89 -0.430000007152557 1.58000004291534 205 99 1104
1 385 24 -0.730000019073486 3.17000007629395 214 99 1105
1 448 45 -0.0299999993294477 3 226 99 1106
0 449 72 -0.0299999993294477 3 226 99 1107
0 428 114 -0.870000004768372 1.16999995708466 236 99 1108
0 431 47 -0.150000005960464 1.16999995708466 236 99 1109
1 419 53 -0.790000021457672 4 266 99 1110
0 452 17 -0.810000002384186 4 266 99 1111
0 472 51 -0.310000002384186 4 266 99 1112
1 474 41 -0.270000010728836 4 266 99 1113
0 470 24 -0.490000009536743 4 266 99 1114
0 456 10 -0.930000007152557 1.5 74 100 1115
1 438 58 0.720000028610229 2.29999995231628 99 100 1116
0 461 80 -0.389999985694885 2 135 100 1117
1 481 77 -0.109999999403954 2 135 100 1118
1 454 116 0.0299999993294477 2 135 100 1119
1 499 82 -0.0299999993294477 2 135 100 1120
1 513 28 -0.360000014305115 2 135 100 1121
0 488 51 -0.829999983310699 2 135 100 1122
1 456 69 -0.0299999993294477 2 135 100 1123
1 476 41 -1.19000005722046 3.5 281 100 1124
1 483 86 -0.349999994039536 3.5 281 100 1125
0 504 35 1.37000000476837 3.5 281 100 1126
1 488 69 -0.899999976158142 3.5 281 100 1127
0 440 13 -0.930000007152557 2.5 68 101 1128
1 479 49 0.769999980926514 2.5 68 101 1129
0 494 87 -0.340000003576279 2.5 68 101 1130
0 532 0 0.340000003576279 2.5 68 101 1131
0 490 91 -0.639999985694885 2.75 138 101 1132
